Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Bergen - Florida Uib;SN50539;08.11.2021;8,1
Bjørnholt;SN18500;09.11.2021;7,3
Oslo - Blindern;SN18700;09.11.2021;9,3
Oslo - Hovin;SN18210;09.11.2021;9,8
Tryvannshøgda;SN18950;09.11.2021;6,5
Trondheim - Voll;SN68860;09.11.2021;6,9
Trondheim - Voll Plu;SN68863;09.11.2021;6,9
Stavanger - Våland;SN44640;09.11.2021;11,1
Bergen - Florida;SN50540;09.11.2021;10,9
Bergen - Florida Uib;SN50539;09.11.2021;10,8
Bjørnholt;SN18500;10.11.2021;7
Oslo - Blindern;SN18700;10.11.2021;10
Oslo - Hovin;SN18210;10.11.2021;10
Tryvannshøgda;SN18950;10.11.2021;6,3
Trondheim - Voll;SN68860;10.11.2021;7,6
Trondheim - Voll Plu;SN68863;10.11.2021;7,7
Stavanger - Våland;SN44640;10.11.2021;10,3
Bergen - Florida;SN50540;10.11.2021;10,6
Bergen - Florida Uib;SN50539;10.11.2021;10,6
Bjørnholt;SN18500;11.11.2021;7,2
Oslo - Blindern;SN18700;11.11.2021;9,9
Oslo - Hovin;SN18210;11.11.2021;10,2
Tryvannshøgda;SN18950;11.11.2021;6,5
Trondheim - Voll;SN68860;11.11.2021;7,8
Trondheim - Voll Plu;SN68863;11.11.2021;7,7
Stavanger - Våland;SN44640;11.11.2021;9,4
Bergen - Florida;SN50540;11.11.2021;9,1
Bergen - Florida Uib;SN50539;11.11.2021;9,2
Bjørnholt;SN18500;12.11.2021;5
Oslo - Blindern;SN18700;12.11.2021;6,2
Oslo - Hovin;SN18210;12.11.2021;7,2
Tryvannshøgda;SN18950;12.11.2021;3,9
Trondheim - Voll;SN68860;12.11.2021;6,1
Trondheim - Voll Plu;SN68863;12.11.2021;6
Stavanger - Våland;SN44640;12.11.2021;10,6
Bergen - Florida;SN50540;12.11.2021;10,7
Bergen - Florida Uib;SN50539;12.11.2021;10,7
Bjørnholt;SN18500;13.11.2021;2,1
Oslo - Blindern;SN18700;13.11.2021;4,4
Oslo - Hovin;SN18210;13.11.2021;4,3
Tryvannshøgda;SN18950;13.11.2021;0,8
Trondheim - Voll;SN68860;13.11.2021;2,6
Trondheim - Voll Plu;SN68863;13.11.2021;2,6
Stavanger - Våland;SN44640;13.11.2021;10,3
Bergen - Florida;SN50540;13.11.2021;11,1
Bergen - Florida Uib;SN50539;13.11.2021;11,2
Bjørnholt;SN18500;14.11.2021;1,6
Oslo - Blindern;SN18700;14.11.2021;4,2
Oslo - Hovin;SN18210;14.11.2021;4,2
Tryvannshøgda;SN18950;14.11.2021;0,7
Trondheim - Voll;SN68860;14.11.2021;0,8
Trondheim - Voll Plu;SN68863;14.11.2021;0,9
Stavanger - Våland;SN44640;14.11.2021;8,7
Bergen - Florida;SN50540;14.11.2021;9,6
Bergen - Florida Uib;SN50539;14.11.2021;9,7
Bjørnholt;SN18500;15.11.2021;3,9
Oslo - Blindern;SN18700;15.11.2021;6,2
Oslo - Hovin;SN18210;15.11.2021;6,4
Tryvannshøgda;SN18950;15.11.2021;3,3
Trondheim - Voll;SN68860;15.11.2021;4,5
Trondheim - Voll Plu;SN68863;15.11.2021;4,5
Stavanger - Våland;SN44640;15.11.2021;9,2
Bergen - Florida;SN50540;15.11.2021;9
Bergen - Florida Uib;SN50539;15.11.2021;8,9
Bjørnholt;SN18500;16.11.2021;6,2
Oslo - Blindern;SN18700;16.11.2021;8,8
Oslo - Hovin;SN18210;16.11.2021;8,4
Tryvannshøgda;SN18950;16.11.2021;5
Trondheim - Voll;SN68860;16.11.2021;9,4
Trondheim - Voll Plu;SN68863;16.11.2021;9,5
Stavanger - Våland;SN44640;16.11.2021;9,7
Bergen - Florida;SN50540;16.11.2021;10
Bergen - Florida Uib;SN50539;16.11.2021;10
Bjørnholt;SN18500;17.11.2021;6,9
Oslo - Blindern;SN18700;17.11.2021;9,2
Tryvannshøgda;SN18950;17.11.2021;5,7
Trondheim - Voll;SN68860;17.11.2021;9,3
Trondheim - Voll Plu;SN68863;17.11.2021;9,2
Stavanger - Våland;SN44640;17.11.2021;9,2
Bergen - Florida;SN50540;17.11.2021;9,8
Bergen - Florida Uib;SN50539;17.11.2021;9,8
Bjørnholt;SN18500;18.11.2021;1,5
Oslo - Blindern;SN18700;18.11.2021;4,5
Oslo - Hovin;SN18210;18.11.2021;5,2
Tryvannshøgda;SN18950;18.11.2021;1,8
Trondheim - Voll;SN68860;18.11.2021;3,4
Trondheim - Voll Plu;SN68863;18.11.2021;3,4
Stavanger - Våland;SN44640;18.11.2021;10,7
Bergen - Florida;SN50540;18.11.2021;10,5
Bergen - Florida Uib;SN50539;18.11.2021;10,5
Bjørnholt;SN18500;19.11.2021;12,4
Oslo - Blindern;SN18700;19.11.2021;15,1
Oslo - Hovin;SN18210;19.11.2021;15,3
Tryvannshøgda;SN18950;19.11.2021;11,8
Trondheim - Voll;SN68860;19.11.2021;7,4
Trondheim - Voll Plu;SN68863;19.11.2021;7,4
Stavanger - Våland;SN44640;19.11.2021;11,3
Bergen - Florida;SN50540;19.11.2021;11,5
Bergen - Florida Uib;SN50539;19.11.2021;11,5
Bjørnholt;SN18500;20.11.2021;8,7
Oslo - Blindern;SN18700;20.11.2021;11,6
Oslo - Hovin;SN18210;20.11.2021;12,1
Tryvannshøgda;SN18950;20.11.2021;7,8
Trondheim - Voll;SN68860;20.11.2021;3,8
Trondheim - Voll Plu;SN68863;20.11.2021;3,8
Stavanger - Våland;SN44640;20.11.2021;8,8
Bergen - Florida;SN50540;20.11.2021;8
Bergen - Florida Uib;SN50539;20.11.2021;8
Bjørnholt;SN18500;21.11.2021;3,4
Oslo - Blindern;SN18700;21.11.2021;6
Oslo - Hovin;SN18210;21.11.2021;6,9
Tryvannshøgda;SN18950;21.11.2021;3,3
Trondheim - Voll;SN68860;21.11.2021;2,7
Trondheim - Voll Plu;SN68863;21.11.2021;2,7
Stavanger - Våland;SN44640;21.11.2021;6,4
Bergen - Florida;SN50540;21.11.2021;5,6
Bergen - Florida Uib;SN50539;21.11.2021;5,6
Bjørnholt;SN18500;22.11.2021;0,3
Oslo - Blindern;SN18700;22.11.2021;2,2
Oslo - Hovin;SN18210;22.11.2021;3,3
Tryvannshøgda;SN18950;22.11.2021;2,3
Trondheim - Voll;SN68860;22.11.2021;5
Trondheim - Voll Plu;SN68863;22.11.2021;5
Stavanger - Våland;SN44640;22.11.2021;8,6
Bergen - Florida;SN50540;22.11.2021;7,4
Bergen - Florida Uib;SN50539;22.11.2021;7,3
Bjørnholt;SN18500;23.11.2021;2
Oslo - Blindern;SN18700;23.11.2021;3,1
Oslo - Hovin;SN18210;23.11.2021;4,2
Tryvannshøgda;SN18950;23.11.2021;5,1
Trondheim - Voll;SN68860;23.11.2021;7,7
Trondheim - Voll Plu;SN68863;23.11.2021;7,7
Stavanger - Våland;SN44640;23.11.2021;8,2
Bergen - Florida;SN50540;23.11.2021;8,6
Bergen - Florida Uib;SN50539;23.11.2021;8,6
Bjørnholt;SN18500;24.11.2021;5,8
Oslo - Blindern;SN18700;24.11.2021;5,6
Oslo - Hovin;SN18210;24.11.2021;6,5
Tryvannshøgda;SN18950;24.11.2021;6,2
Trondheim - Voll;SN68860;24.11.2021;7
Trondheim - Voll Plu;SN68863;24.11.2021;7
Stavanger - Våland;SN44640;24.11.2021;8,8
Bergen - Florida;SN50540;24.11.2021;8,8
Bergen - Florida Uib;SN50539;24.11.2021;8,7
Bjørnholt;SN18500;25.11.2021;3,9
Oslo - Blindern;SN18700;25.11.2021;5,7
Oslo - Hovin;SN18210;25.11.2021;6,5
Tryvannshøgda;SN18950;25.11.2021;3,1
Trondheim - Voll;SN68860;25.11.2021;3
Trondheim - Voll Plu;SN68863;25.11.2021;2,9
Stavanger - Våland;SN44640;25.11.2021;7
Bergen - Florida;SN50540;25.11.2021;5,6
Bergen - Florida Uib;SN50539;25.11.2021;5,5
Bjørnholt;SN18500;26.11.2021;-2,7
Oslo - Blindern;SN18700;26.11.2021;-0,4
Oslo - Hovin;SN18210;26.11.2021;-0,9
Tryvannshøgda;SN18950;26.11.2021;-2,4
Trondheim - Voll;SN68860;26.11.2021;-1,5
Trondheim - Voll Plu;SN68863;26.11.2021;-1,5
Stavanger - Våland;SN44640;26.11.2021;5,1
Bergen - Florida;SN50540;26.11.2021;4,5
Bergen - Florida Uib;SN50539;26.11.2021;4,5
Bjørnholt;SN18500;27.11.2021;-4,2
Oslo - Blindern;SN18700;27.11.2021;-2,1
Oslo - Hovin;SN18210;27.11.2021;-2,7
Tryvannshøgda;SN18950;27.11.2021;-5,4
Trondheim - Voll;SN68860;27.11.2021;-5,4
Trondheim - Voll Plu;SN68863;27.11.2021;-5,4
Stavanger - Våland;SN44640;27.11.2021;4,8
Bergen - Florida;SN50540;27.11.2021;2,8
Bergen - Florida Uib;SN50539;27.11.2021;2,8
Bjørnholt;SN18500;28.11.2021;-3,2
Oslo - Blindern;SN18700;28.11.2021;-1,5
Oslo - Hovin;SN18210;28.11.2021;-1,9
Tryvannshøgda;SN18950;28.11.2021;-4,9
Trondheim - Voll;SN68860;28.11.2021;-9,3
Trondheim - Voll Plu;SN68863;28.11.2021;-9,5
Stavanger - Våland;SN44640;28.11.2021;1,5
Bergen - Florida;SN50540;28.11.2021;-0,7
Bergen - Florida Uib;SN50539;28.11.2021;-0,4
Bjørnholt;SN18500;29.11.2021;-6,8
Oslo - Blindern;SN18700;29.11.2021;-2,9
Oslo - Hovin;SN18210;29.11.2021;-3,2
Tryvannshøgda;SN18950;29.11.2021;-5,4
Trondheim - Voll;SN68860;29.11.2021;-7,7
Trondheim - Voll Plu;SN68863;29.11.2021;-7,8
Stavanger - Våland;SN44640;29.11.2021;1,3
Bergen - Florida;SN50540;29.11.2021;1,2
Bergen - Florida Uib;SN50539;29.11.2021;1,2
Bjørnholt;SN18500;30.11.2021;-6,1
Oslo - Blindern;SN18700;30.11.2021;-3,8
Oslo - Hovin;SN18210;30.11.2021;-4,2
Tryvannshøgda;SN18950;30.11.2021;-7
Trondheim - Voll;SN68860;30.11.2021;-4,4
Trondheim - Voll Plu;SN68863;30.11.2021;-4,4
Stavanger - Våland;SN44640;30.11.2021;4,9
Bergen - Florida;SN50540;30.11.2021;3,8
Bergen - Florida Uib;SN50539;30.11.2021;3,8
Bjørnholt;SN18500;01.12.2021;-9,5
Oslo - Blindern;SN18700;01.12.2021;-6,4
Oslo - Hovin;SN18210;01.12.2021;-7
Tryvannshøgda;SN18950;01.12.2021;-6,2
Trondheim - Voll;SN68860;01.12.2021;-2,1
Trondheim - Voll Plu;SN68863;01.12.2021;-2
Stavanger - Våland;SN44640;01.12.2021;2
Bergen - Florida;SN50540;01.12.2021;-1
Bergen - Florida Uib;SN50539;01.12.2021;-1,1
Bjørnholt;SN18500;02.12.2021;-7,2
Oslo - Blindern;SN18700;02.12.2021;-4
Oslo - Hovin;SN18210;02.12.2021;-4,2
Tryvannshøgda;SN18950;02.12.2021;-5,1
Trondheim - Voll;SN68860;02.12.2021;-2,3
Trondheim - Voll Plu;SN68863;02.12.2021;-2,3
Stavanger - Våland;SN44640;02.12.2021;1,6
Bergen - Florida;SN50540;02.12.2021;1
Bergen - Florida Uib;SN50539;02.12.2021;1
Bjørnholt;SN18500;03.12.2021;-7,6
Oslo - Blindern;SN18700;03.12.2021;-5,4
Oslo - Hovin;SN18210;03.12.2021;-6,5
Tryvannshøgda;SN18950;03.12.2021;-5,9
Trondheim - Voll;SN68860;03.12.2021;-7,5
Trondheim - Voll Plu;SN68863;03.12.2021;-7,5
Stavanger - Våland;SN44640;03.12.2021;1,4
Bergen - Florida;SN50540;03.12.2021;2,7
Bergen - Florida Uib;SN50539;03.12.2021;2,7
Bjørnholt;SN18500;04.12.2021;-7,6
Oslo - Blindern;SN18700;04.12.2021;-5,2
Oslo - Hovin;SN18210;04.12.2021;-5,6
Tryvannshøgda;SN18950;04.12.2021;-8,9
Trondheim - Voll;SN68860;04.12.2021;-2,9
Trondheim - Voll Plu;SN68863;04.12.2021;-2,9
Stavanger - Våland;SN44640;04.12.2021;1,6
Bergen - Florida;SN50540;04.12.2021;3,9
Bergen - Florida Uib;SN50539;04.12.2021;3,8
Bjørnholt;SN18500;05.12.2021;-6,6
Oslo - Blindern;SN18700;05.12.2021;-3,8
Oslo - Hovin;SN18210;05.12.2021;-3,9
Tryvannshøgda;SN18950;05.12.2021;-7,5
Trondheim - Voll;SN68860;05.12.2021;-2,9
Trondheim - Voll Plu;SN68863;05.12.2021;-3
Stavanger - Våland;SN44640;05.12.2021;1,8
Bergen - Florida;SN50540;05.12.2021;3,5
Bergen - Florida Uib;SN50539;05.12.2021;3,5
Bjørnholt;SN18500;06.12.2021;-10,7
Oslo - Blindern;SN18700;06.12.2021;-7,7
Oslo - Hovin;SN18210;06.12.2021;-7,7
Tryvannshøgda;SN18950;06.12.2021;-11,7
Trondheim - Voll;SN68860;06.12.2021;-7,4
Trondheim - Voll Plu;SN68863;06.12.2021;-7,4
Stavanger - Våland;SN44640;06.12.2021;0,9
Bergen - Florida;SN50540;06.12.2021;3
Bergen - Florida Uib;SN50539;06.12.2021;3
Bjørnholt;SN18500;07.12.2021;-11
Oslo - Blindern;SN18700;07.12.2021;-8,5
Oslo - Hovin;SN18210;07.12.2021;-8,8
Tryvannshøgda;SN18950;07.12.2021;-11,1
Trondheim - Voll;SN68860;07.12.2021;-6,4
Trondheim - Voll Plu;SN68863;07.12.2021;-6,5
Stavanger - Våland;SN44640;07.12.2021;3,6
Bergen - Florida;SN50540;07.12.2021;5,1
Bergen - Florida Uib;SN50539;07.12.2021;5
Bjørnholt;SN18500;08.12.2021;-5,5
Oslo - Blindern;SN18700;08.12.2021;-3
Oslo - Hovin;SN18210;08.12.2021;-3,2
Tryvannshøgda;SN18950;08.12.2021;-6,3
Trondheim - Voll;SN68860;08.12.2021;-1,1
Trondheim - Voll Plu;SN68863;08.12.2021;-1,1
Stavanger - Våland;SN44640;08.12.2021;3,5
Bergen - Florida;SN50540;08.12.2021;4,5
Bergen - Florida Uib;SN50539;08.12.2021;4,5
Bjørnholt;SN18500;09.12.2021;-2,5
Oslo - Blindern;SN18700;09.12.2021;0,1
Oslo - Hovin;SN18210;09.12.2021;-0,2
Tryvannshøgda;SN18950;09.12.2021;-3,4
Trondheim - Voll;SN68860;09.12.2021;1,5
Trondheim - Voll Plu;SN68863;09.12.2021;1,4
Stavanger - Våland;SN44640;09.12.2021;5,1
Bergen - Florida;SN50540;09.12.2021;6,4
Bergen - Florida Uib;SN50539;09.12.2021;6,3
Bjørnholt;SN18500;10.12.2021;-2,5
Oslo - Blindern;SN18700;10.12.2021;0,1
Oslo - Hovin;SN18210;10.12.2021;-0,1
Tryvannshøgda;SN18950;10.12.2021;-3,5
Trondheim - Voll;SN68860;10.12.2021;1,5
Trondheim - Voll Plu;SN68863;10.12.2021;1,5
Stavanger - Våland;SN44640;10.12.2021;4,6
Bergen - Florida;SN50540;10.12.2021;6,6
Bergen - Florida Uib;SN50539;10.12.2021;6,6
Bjørnholt;SN18500;11.12.2021;-0,7
Oslo - Blindern;SN18700;11.12.2021;1,8
Oslo - Hovin;SN18210;11.12.2021;1,6
Tryvannshøgda;SN18950;11.12.2021;-1,3
Trondheim - Voll;SN68860;11.12.2021;2,8
Trondheim - Voll Plu;SN68863;11.12.2021;2,8
Stavanger - Våland;SN44640;11.12.2021;4
Bergen - Florida;SN50540;11.12.2021;3,9
Bergen - Florida Uib;SN50539;11.12.2021;3,9
Bjørnholt;SN18500;12.12.2021;-0,3
Oslo - Blindern;SN18700;12.12.2021;1,4
Oslo - Hovin;SN18210;12.12.2021;1,3
Tryvannshøgda;SN18950;12.12.2021;-1,1
Trondheim - Voll;SN68860;12.12.2021;3,8
Trondheim - Voll Plu;SN68863;12.12.2021;3,8
Stavanger - Våland;SN44640;12.12.2021;7,2
Bergen - Florida;SN50540;12.12.2021;6,2
Bergen - Florida Uib;SN50539;12.12.2021;6,2
Bjørnholt;SN18500;13.12.2021;1
Oslo - Blindern;SN18700;13.12.2021;3,1
Oslo - Hovin;SN18210;13.12.2021;3,2
Tryvannshøgda;SN18950;13.12.2021;1
Trondheim - Voll;SN68860;13.12.2021;6,4
Trondheim - Voll Plu;SN68863;13.12.2021;6,4
Stavanger - Våland;SN44640;13.12.2021;8,7
Bergen - Florida;SN50540;13.12.2021;8,8
Bergen - Florida Uib;SN50539;13.12.2021;8,8
Bjørnholt;SN18500;14.12.2021;0,4
Oslo - Blindern;SN18700;14.12.2021;2,6
Oslo - Hovin;SN18210;14.12.2021;3,2
Tryvannshøgda;SN18950;14.12.2021;1
Trondheim - Voll;SN68860;14.12.2021;5,5
Trondheim - Voll Plu;SN68863;14.12.2021;5,5
Stavanger - Våland;SN44640;14.12.2021;7,2
Bergen - Florida;SN50540;14.12.2021;7,8
Bergen - Florida Uib;SN50539;14.12.2021;7,8
Bjørnholt;SN18500;15.12.2021;2,4
Oslo - Blindern;SN18700;15.12.2021;4,4
Oslo - Hovin;SN18210;15.12.2021;5,1
Tryvannshøgda;SN18950;15.12.2021;3,7
Trondheim - Voll;SN68860;15.12.2021;5,9
Trondheim - Voll Plu;SN68863;15.12.2021;5,9
Stavanger - Våland;SN44640;15.12.2021;8,9
Bergen - Florida;SN50540;15.12.2021;9,8
Bergen - Florida Uib;SN50539;15.12.2021;9,8
Bjørnholt;SN18500;16.12.2021;4,8
Oslo - Blindern;SN18700;16.12.2021;8,2
Oslo - Hovin;SN18210;16.12.2021;8,1
Tryvannshøgda;SN18950;16.12.2021;4,6
Trondheim - Voll;SN68860;16.12.2021;6,5
Trondheim - Voll Plu;SN68863;16.12.2021;6,3
Stavanger - Våland;SN44640;16.12.2021;8,1
Bergen - Florida;SN50540;16.12.2021;9,1
Bergen - Florida Uib;SN50539;16.12.2021;9,1
Bjørnholt;SN18500;17.12.2021;7,4
Oslo - Blindern;SN18700;17.12.2021;4
Oslo - Hovin;SN18210;17.12.2021;4
Tryvannshøgda;SN18950;17.12.2021;8,2
Trondheim - Voll;SN68860;17.12.2021;8,2
Trondheim - Voll Plu;SN68863;17.12.2021;8,2
Stavanger - Våland;SN44640;17.12.2021;8,3
Bergen - Florida;SN50540;17.12.2021;8,5
Bergen - Florida Uib;SN50539;17.12.2021;8,5
Bjørnholt;SN18500;18.12.2021;8,3
Oslo - Blindern;SN18700;18.12.2021;6,1
Oslo - Hovin;SN18210;18.12.2021;8,9
Tryvannshøgda;SN18950;18.12.2021;8,1
Trondheim - Voll;SN68860;18.12.2021;8,9
Trondheim - Voll Plu;SN68863;18.12.2021;8,9
Stavanger - Våland;SN44640;18.12.2021;8,4
Bergen - Florida;SN50540;18.12.2021;8,1
Bergen - Florida Uib;SN50539;18.12.2021;8,1
Bjørnholt;SN18500;19.12.2021;5,8
Oslo - Blindern;SN18700;19.12.2021;6,1
Oslo - Hovin;SN18210;19.12.2021;8,2
Tryvannshøgda;SN18950;19.12.2021;5,8
Trondheim - Voll;SN68860;19.12.2021;5,3
Trondheim - Voll Plu;SN68863;19.12.2021;5,3
Stavanger - Våland;SN44640;19.12.2021;8,1
Bergen - Florida;SN50540;19.12.2021;8,3
Bergen - Florida Uib;SN50539;19.12.2021;8,2
Bjørnholt;SN18500;20.12.2021;1,2
Oslo - Blindern;SN18700;20.12.2021;4,5
Oslo - Hovin;SN18210;20.12.2021;4,4
Tryvannshøgda;SN18950;20.12.2021;0,4
Trondheim - Voll;SN68860;20.12.2021;4,2
Trondheim - Voll Plu;SN68863;20.12.2021;4,2
Stavanger - Våland;SN44640;20.12.2021;2,9
Bergen - Florida;SN50540;20.12.2021;2,9
Bergen - Florida Uib;SN50539;20.12.2021;3
Bjørnholt;SN18500;21.12.2021;-4,6
Oslo - Blindern;SN18700;21.12.2021;-1,1
Oslo - Hovin;SN18210;21.12.2021;-1,7
Tryvannshøgda;SN18950;21.12.2021;-2,7
Trondheim - Voll;SN68860;21.12.2021;1,3
Trondheim - Voll Plu;SN68863;21.12.2021;1,3
Stavanger - Våland;SN44640;21.12.2021;2,7
Bergen - Florida;SN50540;21.12.2021;2,1
Bergen - Florida Uib;SN50539;21.12.2021;2,1
Bjørnholt;SN18500;22.12.2021;-3,4
Oslo - Blindern;SN18700;22.12.2021;-1,5
Oslo - Hovin;SN18210;22.12.2021;-1,3
Tryvannshøgda;SN18950;22.12.2021;-4,1
Trondheim - Voll;SN68860;22.12.2021;0,5
Trondheim - Voll Plu;SN68863;22.12.2021;0,5
Stavanger - Våland;SN44640;22.12.2021;3,9
Bergen - Florida;SN50540;22.12.2021;4
Bergen - Florida Uib;SN50539;22.12.2021;4
Bjørnholt;SN18500;23.12.2021;-3,8
Oslo - Blindern;SN18700;23.12.2021;-1,6
Oslo - Hovin;SN18210;23.12.2021;-1,5
Tryvannshøgda;SN18950;23.12.2021;-4,6
Trondheim - Voll;SN68860;23.12.2021;0,2
Trondheim - Voll Plu;SN68863;23.12.2021;0,2
Stavanger - Våland;SN44640;23.12.2021;4,3
Bergen - Florida;SN50540;23.12.2021;4,4
Bergen - Florida Uib;SN50539;23.12.2021;4,3
Bjørnholt;SN18500;24.12.2021;-5,9
Oslo - Blindern;SN18700;24.12.2021;-2,6
Oslo - Hovin;SN18210;24.12.2021;-2,3
Tryvannshøgda;SN18950;24.12.2021;-5,8
Trondheim - Voll;SN68860;24.12.2021;-3,8
Trondheim - Voll Plu;SN68863;24.12.2021;-4,1
Stavanger - Våland;SN44640;24.12.2021;0,8
Bergen - Florida;SN50540;24.12.2021;0,6
Bergen - Florida Uib;SN50539;24.12.2021;0,6
Bjørnholt;SN18500;25.12.2021;-4,2
Oslo - Blindern;SN18700;25.12.2021;-0,1
Oslo - Hovin;SN18210;25.12.2021;-0,9
Tryvannshøgda;SN18950;25.12.2021;-3,8
Trondheim - Voll;SN68860;25.12.2021;-0,2
Trondheim - Voll Plu;SN68863;25.12.2021;-0,1
Stavanger - Våland;SN44640;25.12.2021;-1,2
Bergen - Florida;SN50540;25.12.2021;-0,6
Bergen - Florida Uib;SN50539;25.12.2021;-0,7
Bjørnholt;SN18500;26.12.2021;-4,7
Oslo - Blindern;SN18700;26.12.2021;-0,3
Oslo - Hovin;SN18210;26.12.2021;-1,5
Tryvannshøgda;SN18950;26.12.2021;-1,2
Trondheim - Voll;SN68860;26.12.2021;0,1
Trondheim - Voll Plu;SN68863;26.12.2021;0
Stavanger - Våland;SN44640;26.12.2021;-0,5
Bergen - Florida;SN50540;26.12.2021;0,2
Bergen - Florida Uib;SN50539;26.12.2021;0,4
Bjørnholt;SN18500;27.12.2021;-7,9
Oslo - Blindern;SN18700;27.12.2021;-4,9
Oslo - Hovin;SN18210;27.12.2021;-8,2
Tryvannshøgda;SN18950;27.12.2021;-4,4
Trondheim - Voll;SN68860;27.12.2021;0,2
Trondheim - Voll Plu;SN68863;27.12.2021;0,2
Stavanger - Våland;SN44640;27.12.2021;1,6
Bergen - Florida;SN50540;27.12.2021;-1,1
Bergen - Florida Uib;SN50539;27.12.2021;-1,2
Bjørnholt;SN18500;28.12.2021;-6
Oslo - Blindern;SN18700;28.12.2021;-3,7
Oslo - Hovin;SN18210;28.12.2021;-4,1
Tryvannshøgda;SN18950;28.12.2021;-6,3
Trondheim - Voll;SN68860;28.12.2021;-4,5
Trondheim - Voll Plu;SN68863;28.12.2021;-4,8
Stavanger - Våland;SN44640;28.12.2021;3,3
Bergen - Florida;SN50540;28.12.2021;4,2
Bergen - Florida Uib;SN50539;28.12.2021;4,2
Bjørnholt;SN18500;29.12.2021;-7,3
Oslo - Blindern;SN18700;29.12.2021;-4,1
Oslo - Hovin;SN18210;29.12.2021;-4,4
Tryvannshøgda;SN18950;29.12.2021;-5,5
Trondheim - Voll;SN68860;29.12.2021;-4,5
Trondheim - Voll Plu;SN68863;29.12.2021;-4,5
Stavanger - Våland;SN44640;29.12.2021;4,8
Bergen - Florida;SN50540;29.12.2021;3,5
Bergen - Florida Uib;SN50539;29.12.2021;3,5
Bjørnholt;SN18500;30.12.2021;-1
Oslo - Blindern;SN18700;30.12.2021;0,8
Oslo - Hovin;SN18210;30.12.2021;1
Tryvannshøgda;SN18950;30.12.2021;0
Trondheim - Voll;SN68860;30.12.2021;-0,4
Trondheim - Voll Plu;SN68863;30.12.2021;-0,4
Stavanger - Våland;SN44640;30.12.2021;7,9
Bergen - Florida;SN50540;30.12.2021;8,9
Bergen - Florida Uib;SN50539;30.12.2021;8,9
Bjørnholt;SN18500;31.12.2021;-0,7
Oslo - Blindern;SN18700;31.12.2021;1
Oslo - Hovin;SN18210;31.12.2021;0,9
Tryvannshøgda;SN18950;31.12.2021;5,4
Trondheim - Voll;SN68860;31.12.2021;2,4
Trondheim - Voll Plu;SN68863;31.12.2021;2,4
Stavanger - Våland;SN44640;31.12.2021;7,9
Bergen - Florida;SN50540;31.12.2021;8,2
Bergen - Florida Uib;SN50539;31.12.2021;8,2
Bjørnholt;SN18500;01.01.2022;-1,9
Oslo - Blindern;SN18700;01.01.2022;-1,8
Oslo - Hovin;SN18210;01.01.2022;-1,4
Tryvannshøgda;SN18950;01.01.2022;3,3
Trondheim - Voll;SN68860;01.01.2022;1,8
Trondheim - Voll Plu;SN68863;01.01.2022;1,8
Stavanger - Våland;SN44640;01.01.2022;9,5
Bergen - Florida;SN50540;01.01.2022;9,9
Bergen - Florida Uib;SN50539;01.01.2022;9,9
Bjørnholt;SN18500;02.01.2022;0,1
Oslo - Blindern;SN18700;02.01.2022;1
Oslo - Hovin;SN18210;02.01.2022;1,2
Tryvannshøgda;SN18950;02.01.2022;1
Trondheim - Voll;SN68860;02.01.2022;5,5
Trondheim - Voll Plu;SN68863;02.01.2022;5,5
Stavanger - Våland;SN44640;02.01.2022;9,2
Bergen - Florida;SN50540;02.01.2022;9,8
Bergen - Florida Uib;SN50539;02.01.2022;9,9
Bjørnholt;SN18500;03.01.2022;2,3
Oslo - Blindern;SN18700;03.01.2022;3,7
Oslo - Hovin;SN18210;03.01.2022;4,5
Tryvannshøgda;SN18950;03.01.2022;1,6
Trondheim - Voll;SN68860;03.01.2022;5,5
Trondheim - Voll Plu;SN68863;03.01.2022;5,5
Stavanger - Våland;SN44640;03.01.2022;7,4
Bergen - Florida;SN50540;03.01.2022;7,8
Bergen - Florida Uib;SN50539;03.01.2022;7,8
Bjørnholt;SN18500;04.01.2022;1,7
Oslo - Blindern;SN18700;04.01.2022;3,1
Oslo - Hovin;SN18210;04.01.2022;3,5
Tryvannshøgda;SN18950;04.01.2022;1,4
Trondheim - Voll;SN68860;04.01.2022;0,4
Trondheim - Voll Plu;SN68863;04.01.2022;0,3
Stavanger - Våland;SN44640;04.01.2022;4,3
Bergen - Florida;SN50540;04.01.2022;4,7
Bergen - Florida Uib;SN50539;04.01.2022;4,7
Bjørnholt;SN18500;05.01.2022;-3,5
Oslo - Blindern;SN18700;05.01.2022;0,1
Oslo - Hovin;SN18210;05.01.2022;0,2
Tryvannshøgda;SN18950;05.01.2022;-3,4
Trondheim - Voll;SN68860;05.01.2022;-1,7
Trondheim - Voll Plu;SN68863;05.01.2022;-1,7
Stavanger - Våland;SN44640;05.01.2022;3,6
Bergen - Florida;SN50540;05.01.2022;3,3
Bergen - Florida Uib;SN50539;05.01.2022;3,3
Bjørnholt;SN18500;06.01.2022;-4,7
Oslo - Blindern;SN18700;06.01.2022;-0,7
Oslo - Hovin;SN18210;06.01.2022;-1,5
Tryvannshøgda;SN18950;06.01.2022;-1,4
Trondheim - Voll;SN68860;06.01.2022;-1,9
Trondheim - Voll Plu;SN68863;06.01.2022;-2
Stavanger - Våland;SN44640;06.01.2022;2,5
Bergen - Florida;SN50540;06.01.2022;2,6
